"flybase_gene_id" "start_position" "end_position" "chromosome_name" "gene_biotype"
"FBgn0034703" "FBgn0034703" 22172803 22174691 "2R" "protein_coding"
"FBgn0034704" "FBgn0034704" 22174922 22177428 "2R" "protein_coding"
"FBgn0034705" "FBgn0034705" 22177419 22182879 "2R" "protein_coding"
"FBgn0034706" "FBgn0034706" 22179695 22182642 "2R" "protein_coding"
"FBgn0034707" "FBgn0034707" 22183138 22185892 "2R" "protein_coding"
"FBgn0034708" "FBgn0034708" 22185972 22189886 "2R" "protein_coding"
"FBgn0034709" "FBgn0034709" 22189817 22202671 "2R" "protein_coding"
"FBgn0034710" "FBgn0034710" 22203694 22205593 "2R" "protein_coding"
"FBgn0034712" "FBgn0034712" 22208464 22210765 "2R" "protein_coding"
"FBgn0034713" "FBgn0034713" 22211371 22212704 "2R" "protein_coding"
"FBgn0034715" "FBgn0034715" 22221180 22223499 "2R" "protein_coding"
"FBgn0034716" "FBgn0034716" 22223681 22228574 "2R" "protein_coding"
"FBgn0034717" "FBgn0034717" 22293400 22296955 "2R" "protein_coding"
"FBgn0034718" "FBgn0034718" 22298214 22311937 "2R" "protein_coding"
"FBgn0034720" "FBgn0034720" 22333500 22373109 "2R" "protein_coding"
"FBgn0034721" "FBgn0034721" 22348307 22348875 "2R" "protein_coding"
"FBgn0034722" "FBgn0034722" 22375090 22378484 "2R" "protein_coding"
"FBgn0034723" "FBgn0034723" 22383134 22394015 "2R" "protein_coding"
"FBgn0034724" "FBgn0034724" 22393876 22402059 "2R" "protein_coding"
"FBgn0034725" "FBgn0034725" 22404177 22408540 "2R" "protein_coding"
"FBgn0034726" "FBgn0034726" 22411789 22412582 "2R" "protein_coding"
"FBgn0034727" "FBgn0034727" 22418937 22420376 "2R" "protein_coding"
"FBgn0034728" "FBgn0034728" 22421013 22425482 "2R" "protein_coding"
"FBgn0034729" "FBgn0034729" 22425733 22426977 "2R" "protein_coding"
"FBgn0034730" "FBgn0034730" 22427479 22429584 "2R" "protein_coding"
"FBgn0034731" "FBgn0034731" 22454741 22472995 "2R" "protein_coding"
"FBgn0034733" "FBgn0034733" 22478379 22483054 "2R" "protein_coding"
"FBgn0034734" "FBgn0034734" 22483303 22492033 "2R" "protein_coding"
"FBgn0034735" "FBgn0034735" 22492197 22494295 "2R" "protein_coding"
"FBgn0034736" "FBgn0034736" 22550094 22552113 "2R" "protein_coding"
"FBgn0034737" "FBgn0034737" 22562307 22563131 "2R" "protein_coding"
"FBgn0034739" "FBgn0034739" 22594677 22596348 "2R" "protein_coding"
"FBgn0034740" "FBgn0034740" 22650556 22653595 "2R" "protein_coding"
"FBgn0034741" "FBgn0034741" 22597245 22600695 "2R" "protein_coding"
"FBgn0034742" "FBgn0034742" 22600405 22605667 "2R" "protein_coding"
"FBgn0034743" "FBgn0034743" 22605745 22607995 "2R" "protein_coding"
"FBgn0034744" "FBgn0034744" 22608310 22609419 "2R" "protein_coding"
"FBgn0034745" "FBgn0034745" 22609334 22613376 "2R" "protein_coding"
"FBgn0034748" "FBgn0034748" 22634019 22635942 "2R" "protein_coding"
"FBgn0034750" "FBgn0034750" 22638807 22640201 "2R" "protein_coding"
"FBgn0034753" "FBgn0034753" 22644646 22646344 "2R" "protein_coding"
"FBgn0034755" "FBgn0034755" 22648995 22649750 "2R" "protein_coding"
"FBgn0034756" "FBgn0034756" 22652573 22654530 "2R" "protein_coding"
"FBgn0034758" "FBgn0034758" 22657901 22661389 "2R" "protein_coding"
"FBgn0034759" "FBgn0034759" 22657901 22661389 "2R" "protein_coding"
"FBgn0034761" "FBgn0034761" 22663692 22664474 "2R" "protein_coding"
"FBgn0034763" "FBgn0034763" 22670587 22673212 "2R" "protein_coding"
"FBgn0034766" "FBgn0034766" 22702695 22703786 "2R" "protein_coding"
"FBgn0034768" "FBgn0034768" 22704704 22705639 "2R" "protein_coding"
"FBgn0034769" "FBgn0034769" 22705872 22706678 "2R" "protein_coding"
"FBgn0034770" "FBgn0034770" 22706934 22707772 "2R" "protein_coding"
"FBgn0034774" "FBgn0034774" 22755219 22755896 "2R" "protein_coding"
"FBgn0034776" "FBgn0034776" 22763706 22765422 "2R" "protein_coding"
"FBgn0034782" "FBgn0034782" 22834647 22836701 "2R" "protein_coding"
"FBgn0034783" "FBgn0034783" 22837361 22839291 "2R" "protein_coding"
"FBgn0034784" "FBgn0034784" 22840739 22842977 "2R" "protein_coding"
"FBgn0034785" "FBgn0034785" 22845977 22847911 "2R" "protein_coding"
"FBgn0034786" "FBgn0034786" 22847832 22853827 "2R" "protein_coding"
"FBgn0034788" "FBgn0034788" 22871190 22874427 "2R" "protein_coding"
"FBgn0034789" "FBgn0034789" 22874769 22881436 "2R" "protein_coding"
"FBgn0034791" "FBgn0034791" 22881322 22882690 "2R" "protein_coding"
"FBgn0034792" "FBgn0034792" 22882747 22886247 "2R" "protein_coding"
"FBgn0034793" "FBgn0034793" 22886398 22887578 "2R" "protein_coding"
"FBgn0034795" "FBgn0034795" 22888928 22894425 "2R" "protein_coding"
"FBgn0034796" "FBgn0034796" 22894435 22895745 "2R" "protein_coding"
"FBgn0034797" "FBgn0034797" 22896174 22916719 "2R" "protein_coding"
"FBgn0034800" "FBgn0034800" 22932035 22934077 "2R" "protein_coding"
"FBgn0034802" "FBgn0034802" 22934569 22937077 "2R" "protein_coding"
"FBgn0034803" "FBgn0034803" 22937279 22939025 "2R" "protein_coding"
"FBgn0034804" "FBgn0034804" 22938987 22941169 "2R" "protein_coding"
"FBgn0034807" "FBgn0034807" 22985420 22986339 "2R" "protein_coding"
"FBgn0034808" "FBgn0034808" 22993669 22998884 "2R" "protein_coding"
"FBgn0034814" "FBgn0034814" 23062747 23064260 "2R" "protein_coding"
"FBgn0034816" "FBgn0034816" 23074823 23076857 "2R" "protein_coding"
"FBgn0034817" "FBgn0034817" 23076688 23079038 "2R" "protein_coding"
"FBgn0034819" "FBgn0034819" 23085881 23086268 "2R" "protein_coding"
"FBgn0034820" "FBgn0034820" 23087177 23088165 "2R" "protein_coding"
"FBgn0034821" "FBgn0034821" 23090100 23094266 "2R" "protein_coding"
"FBgn0034822" "FBgn0034822" 23100057 23100478 "2R" "protein_coding"
"FBgn0034824" "FBgn0034824" 23123923 23126042 "2R" "protein_coding"
"FBgn0034825" "FBgn0034825" 23128604 23130189 "2R" "protein_coding"
"FBgn0034826" "FBgn0034826" 23139080 23140577 "2R" "protein_coding"
"FBgn0034827" "FBgn0034827" 23141999 23144497 "2R" "protein_coding"
"FBgn0034828" "FBgn0034828" 23157577 23158185 "2R" "protein_coding"
"FBgn0034829" "FBgn0034829" 23153854 23162077 "2R" "protein_coding"
"FBgn0034833" "FBgn0034833" 23183977 23185288 "2R" "protein_coding"
"FBgn0034834" "FBgn0034834" 23210130 23211539 "2R" "protein_coding"
"FBgn0034835" "FBgn0034835" 23232626 23233927 "2R" "protein_coding"
"FBgn0034837" "FBgn0034837" 23246610 23247893 "2R" "protein_coding"
"FBgn0034838" "FBgn0034838" 23264269 23265543 "2R" "protein_coding"
"FBgn0034839" "FBgn0034839" 23270477 23271059 "2R" "protein_coding"
"FBgn0034840" "FBgn0034840" 23282743 23284113 "2R" "protein_coding"
"FBgn0034841" "FBgn0034841" 23284227 23285821 "2R" "protein_coding"
"FBgn0034842" "FBgn0034842" 23308654 23309816 "2R" "protein_coding"
"FBgn0034844" "FBgn0034844" 23323659 23326745 "2R" "protein_coding"
"FBgn0034846" "FBgn0034846" 23346635 23347768 "2R" "protein_coding"
"FBgn0034849" "FBgn0034849" 23356372 23357565 "2R" "protein_coding"
"FBgn0034850" "FBgn0034850" 23357660 23358508 "2R" "protein_coding"
"FBgn0034853" "FBgn0034853" 23366866 23371459 "2R" "protein_coding"
"FBgn0034854" "FBgn0034854" 23371360 23377045 "2R" "protein_coding"
"FBgn0034856" "FBgn0034856" 23381197 23382591 "2R" "protein_coding"
"FBgn0034858" "FBgn0034858" 23386521 23389052 "2R" "protein_coding"
"FBgn0034859" "FBgn0034859" 23396770 23402309 "2R" "protein_coding"
"FBgn0034860" "FBgn0034860" 23412320 23419684 "2R" "protein_coding"
"FBgn0034861" "FBgn0034861" 23421521 23433354 "2R" "protein_coding"
"FBgn0034863" "FBgn0034863" 23458065 23458759 "2R" "protein_coding"
"FBgn0034865" "FBgn0034865" 23470165 23471775 "2R" "protein_coding"
"FBgn0034866" "FBgn0034866" 23472300 23473753 "2R" "protein_coding"
"FBgn0034867" "FBgn0034867" 23475698 23476418 "2R" "protein_coding"
"FBgn0034869" "FBgn0034869" 23499651 23500702 "2R" "protein_coding"
"FBgn0034870" "FBgn0034870" 23502946 23503815 "2R" "protein_coding"
"FBgn0034871" "FBgn0034871" 23511286 23512225 "2R" "protein_coding"
"FBgn0034876" "FBgn0034876" 23544823 23548151 "2R" "protein_coding"
"FBgn0034877" "FBgn0034877" 23548239 23548982 "2R" "protein_coding"
"FBgn0034878" "FBgn0034878" 23548967 23554712 "2R" "protein_coding"
"FBgn0034879" "FBgn0034879" 23555018 23556217 "2R" "protein_coding"
"FBgn0034880" "FBgn0034880" 23556672 23560263 "2R" "protein_coding"
"FBgn0034882" "FBgn0034882" 23602585 23603641 "2R" "protein_coding"
"FBgn0034883" "FBgn0034883" 23603722 23616754 "2R" "protein_coding"
"FBgn0034884" "FBgn0034884" 23605689 23606654 "2R" "protein_coding"
"FBgn0034885" "FBgn0034885" 23607592 23614710 "2R" "protein_coding"
"FBgn0034887" "FBgn0034887" 23681623 23682952 "2R" "protein_coding"
"FBgn0034893" "FBgn0034893" 23698105 23699014 "2R" "protein_coding"
"FBgn0034894" "FBgn0034894" 23698949 23702406 "2R" "protein_coding"
"FBgn0034897" "FBgn0034897" 23713900 23734846 "2R" "protein_coding"
"FBgn0034898" "FBgn0034898" 23718798 23719936 "2R" "protein_coding"
"FBgn0034899" "FBgn0034899" 23747560 23748477 "2R" "protein_coding"
"FBgn0034900" "FBgn0034900" 23750646 23751225 "2R" "protein_coding"
"FBgn0034901" "FBgn0034901" 23751915 23752495 "2R" "protein_coding"
"FBgn0034902" "FBgn0034902" 23752754 23753515 "2R" "protein_coding"
"FBgn0034903" "FBgn0034903" 23753477 23798395 "2R" "protein_coding"
"FBgn0034904" "FBgn0034904" 23790614 23791227 "2R" "protein_coding"
"FBgn0034906" "FBgn0034906" 23804315 23806249 "2R" "protein_coding"
"FBgn0034907" "FBgn0034907" 23804811 23806144 "2R" "protein_coding"
"FBgn0034908" "FBgn0034908" 23809236 23811398 "2R" "protein_coding"
"FBgn0034909" "FBgn0034909" 23812185 23818327 "2R" "protein_coding"
"FBgn0034910" "FBgn0034910" 23823357 23824868 "2R" "protein_coding"
"FBgn0034911" "FBgn0034911" 23820354 23839864 "2R" "protein_coding"
"FBgn0034913" "FBgn0034913" 23843483 23844763 "2R" "protein_coding"
"FBgn0034914" "FBgn0034914" 23845001 23847024 "2R" "protein_coding"
"FBgn0034915" "FBgn0034915" 23849246 23850301 "2R" "protein_coding"
"FBgn0034918" "FBgn0034918" 23855954 23856936 "2R" "protein_coding"
"FBgn0034919" "FBgn0034919" 23865414 23866654 "2R" "protein_coding"
"FBgn0034920" "FBgn0034920" 23886973 23888777 "2R" "protein_coding"
"FBgn0034921" "FBgn0034921" 23888764 23890276 "2R" "protein_coding"
"FBgn0034923" "FBgn0034923" 23893066 23894987 "2R" "protein_coding"
"FBgn0034924" "FBgn0034924" 23895063 23896997 "2R" "protein_coding"
"FBgn0034925" "FBgn0034925" 23896896 23898246 "2R" "protein_coding"
"FBgn0034928" "FBgn0034928" 23903750 23905269 "2R" "protein_coding"
"FBgn0034931" "FBgn0034931" 23925236 23926911 "2R" "protein_coding"
"FBgn0034933" "FBgn0034933" 23937077 23939754 "2R" "protein_coding"
"FBgn0034935" "FBgn0034935" 23946959 23949076 "2R" "protein_coding"
"FBgn0034936" "FBgn0034936" 23949201 23952459 "2R" "protein_coding"
"FBgn0034937" "FBgn0034937" 23950647 23952096 "2R" "protein_coding"
"FBgn0034938" "FBgn0034938" 23952513 23954048 "2R" "protein_coding"
"FBgn0034939" "FBgn0034939" 23954091 23956406 "2R" "protein_coding"
"FBgn0034940" "FBgn0034940" 23956335 23957405 "2R" "protein_coding"
"FBgn0034942" "FBgn0034942" 23961477 23962577 "2R" "protein_coding"
"FBgn0034943" "FBgn0034943" 23962956 23964641 "2R" "protein_coding"
"FBgn0034945" "FBgn0034945" 23968941 23970073 "2R" "protein_coding"
"FBgn0034946" "FBgn0034946" 23970305 23972233 "2R" "protein_coding"
"FBgn0034948" "FBgn0034948" 23975599 23977255 "2R" "protein_coding"
"FBgn0034950" "FBgn0034950" 23988738 23992049 "2R" "protein_coding"
"FBgn0034951" "FBgn0034951" 23992138 23995055 "2R" "protein_coding"
"FBgn0034956" "FBgn0034956" 24014917 24017198 "2R" "protein_coding"
"FBgn0034957" "FBgn0034957" 24017421 24019896 "2R" "protein_coding"
"FBgn0034958" "FBgn0034958" 24019898 24022298 "2R" "protein_coding"
"FBgn0034959" "FBgn0034959" 24022343 24023981 "2R" "protein_coding"
"FBgn0034961" "FBgn0034961" 24029317 24030555 "2R" "protein_coding"
"FBgn0034962" "FBgn0034962" 24033974 24036707 "2R" "protein_coding"
"FBgn0034963" "FBgn0034963" 24036720 24037915 "2R" "protein_coding"
"FBgn0034964" "FBgn0034964" 24037943 24044458 "2R" "protein_coding"
"FBgn0034965" "FBgn0034965" 24052917 24057137 "2R" "protein_coding"
"FBgn0034966" "FBgn0034966" 24055306 24057599 "2R" "protein_coding"
"FBgn0034968" "FBgn0034968" 24060378 24061860 "2R" "protein_coding"
"FBgn0034970" "FBgn0034970" 24065975 24068485 "2R" "protein_coding"
"FBgn0034971" "FBgn0034971" 24068757 24073552 "2R" "protein_coding"
"FBgn0034972" "FBgn0034972" 24078234 24080527 "2R" "protein_coding"
"FBgn0034973" "FBgn0034973" 24080925 24081424 "2R" "protein_coding"
"FBgn0034974" "FBgn0034974" 24081782 24086287 "2R" "protein_coding"
"FBgn0034975" "FBgn0034975" 24099210 24107032 "2R" "protein_coding"
"FBgn0034976" "FBgn0034976" 24107087 24114292 "2R" "protein_coding"
"FBgn0034978" "FBgn0034978" 24116792 24123263 "2R" "protein_coding"
"FBgn0034982" "FBgn0034982" 24135180 24138050 "2R" "protein_coding"
"FBgn0034985" "FBgn0034985" 24162489 24173660 "2R" "protein_coding"
"FBgn0034986" "FBgn0034986" 24173665 24174441 "2R" "protein_coding"
"FBgn0034988" "FBgn0034988" 24195498 24197027 "2R" "protein_coding"
"FBgn0034989" "FBgn0034989" 24197824 24202187 "2R" "protein_coding"
"FBgn0034990" "FBgn0034990" 24202091 24208203 "2R" "protein_coding"
"FBgn0034994" "FBgn0034994" 24249055 24251303 "2R" "protein_coding"
"FBgn0034996" "FBgn0034996" 24255327 24257414 "2R" "protein_coding"
"FBgn0034997" "FBgn0034997" 24258013 24265213 "2R" "protein_coding"
"FBgn0034998" "FBgn0034998" 24267377 24269179 "2R" "protein_coding"
"FBgn0034999" "FBgn0034999" 24294097 24298111 "2R" "protein_coding"
"FBgn0035000" "FBgn0035000" 24377831 24378740 "2R" "protein_coding"
"FBgn0035001" "FBgn0035001" 24392129 24402680 "2R" "protein_coding"
"FBgn0035003" "FBgn0035003" 24429578 24430699 "2R" "protein_coding"
"FBgn0035004" "FBgn0035004" 24431344 24432733 "2R" "protein_coding"
"FBgn0035005" "FBgn0035005" 24445500 24446839 "2R" "protein_coding"
"FBgn0035006" "FBgn0035006" 24451084 24453040 "2R" "protein_coding"
"FBgn0035007" "FBgn0035007" 24472712 24474226 "2R" "protein_coding"
"FBgn0035008" "FBgn0035008" 24474299 24475261 "2R" "protein_coding"
"FBgn0035009" "FBgn0035009" 24475386 24476032 "2R" "protein_coding"
"FBgn0035010" "FBgn0035010" 24455292 24490656 "2R" "protein_coding"
"FBgn0035011" "FBgn0035011" 24492214 24492855 "2R" "protein_coding"
"FBgn0035012" "FBgn0035012" 24493256 24493948 "2R" "protein_coding"
"FBgn0035014" "FBgn0035014" 24506870 24507706 "2R" "protein_coding"
"FBgn0035016" "FBgn0035016" 24521874 24526089 "2R" "protein_coding"
"FBgn0035019" "FBgn0035019" 24529554 24531272 "2R" "protein_coding"
"FBgn0035020" "FBgn0035020" 24531594 24533391 "2R" "protein_coding"
"FBgn0035021" "FBgn0035021" 24533374 24556300 "2R" "protein_coding"
"FBgn0035022" "FBgn0035022" 24536190 24536791 "2R" "protein_coding"
"FBgn0035023" "FBgn0035023" 24537421 24558961 "2R" "protein_coding"
"FBgn0035024" "FBgn0035024" 24561607 24565058 "2R" "protein_coding"
"FBgn0035025" "FBgn0035025" 24565554 24568082 "2R" "protein_coding"
"FBgn0035026" "FBgn0035026" 24567987 24571821 "2R" "protein_coding"
"FBgn0035027" "FBgn0035027" 24571627 24574503 "2R" "protein_coding"
"FBgn0035028" "FBgn0035028" 24574559 24577676 "2R" "protein_coding"
"FBgn0035031" "FBgn0035031" 24597995 24599091 "2R" "protein_coding"
"FBgn0035032" "FBgn0035032" 24599088 24599821 "2R" "protein_coding"
"FBgn0035033" "FBgn0035033" 24599947 24602367 "2R" "protein_coding"
"FBgn0035034" "FBgn0035034" 24602472 24603488 "2R" "protein_coding"
"FBgn0035035" "FBgn0035035" 24603572 24604670 "2R" "protein_coding"
"FBgn0035036" "FBgn0035036" 24604595 24607023 "2R" "protein_coding"
"FBgn0035039" "FBgn0035039" 24611703 24613906 "2R" "protein_coding"
"FBgn0035040" "FBgn0035040" 24610801 24615158 "2R" "protein_coding"
"FBgn0035041" "FBgn0035041" 24615423 24638588 "2R" "protein_coding"
"FBgn0035042" "FBgn0035042" 24639688 24640756 "2R" "protein_coding"
"FBgn0035043" "FBgn0035043" 24640683 24642239 "2R" "protein_coding"
"FBgn0035044" "FBgn0035044" 24661503 24662409 "2R" "protein_coding"
"FBgn0035046" "FBgn0035046" 24664398 24665439 "2R" "protein_coding"
"FBgn0035047" "FBgn0035047" 24669397 24671577 "2R" "protein_coding"
"FBgn0035049" "FBgn0035049" 24671294 24688184 "2R" "protein_coding"
"FBgn0035050" "FBgn0035050" 24691422 24694386 "2R" "protein_coding"
"FBgn0035056" "FBgn0035056" 24757378 24760466 "2R" "protein_coding"
"FBgn0035057" "FBgn0035057" 24760664 24762605 "2R" "protein_coding"
"FBgn0035059" "FBgn0035059" 24763167 24766750 "2R" "protein_coding"
"FBgn0035060" "FBgn0035060" 24768314 24775265 "2R" "protein_coding"
"FBgn0035063" "FBgn0035063" 24780917 24781779 "2R" "protein_coding"
"FBgn0035064" "FBgn0035064" 24781726 24783500 "2R" "protein_coding"
"FBgn0035065" "FBgn0035065" 24783555 24785542 "2R" "protein_coding"
"FBgn0035068" "FBgn0035068" 24797925 24798613 "2R" "protein_coding"
"FBgn0035069" "FBgn0035069" 24798798 24800776 "2R" "protein_coding"
"FBgn0035070" "FBgn0035070" 24848994 24850200 "2R" "protein_coding"
"FBgn0035073" "FBgn0035073" 24871407 24874912 "2R" "protein_coding"
"FBgn0035076" "FBgn0035076" 24888628 24891023 "2R" "protein_coding"
"FBgn0035077" "FBgn0035077" 24898273 24899505 "2R" "protein_coding"
"FBgn0035078" "FBgn0035078" 24897902 24900734 "2R" "protein_coding"
"FBgn0035082" "FBgn0035082" 24939706 24940483 "2R" "protein_coding"
"FBgn0035083" "FBgn0035083" 24940625 24942413 "2R" "protein_coding"
"FBgn0035084" "FBgn0035084" 24943392 24945201 "2R" "protein_coding"
"FBgn0035085" "FBgn0035085" 24945139 24946636 "2R" "protein_coding"
"FBgn0035086" "FBgn0035086" 24948645 24955677 "2R" "protein_coding"
"FBgn0035087" "FBgn0035087" 24959841 24965076 "2R" "protein_coding"
"FBgn0035088" "FBgn0035088" 24969678 24970855 "2R" "protein_coding"
"FBgn0035089" "FBgn0035089" 24970843 24973207 "2R" "protein_coding"
"FBgn0035090" "FBgn0035090" 24973431 24975341 "2R" "protein_coding"
"FBgn0035091" "FBgn0035091" 24986044 24990489 "2R" "protein_coding"
"FBgn0035092" "FBgn0035092" 25032377 25040377 "2R" "protein_coding"
"FBgn0035094" "FBgn0035094" 25183628 25255318 "2R" "protein_coding"
"FBgn0035097" "FBgn0035097" 73945 75332 "3L" "protein_coding"
"FBgn0035099" "FBgn0035099" 146433 149056 "3L" "protein_coding"
"FBgn0035101" "FBgn0035101" 152884 174517 "3L" "protein_coding"
"FBgn0035102" "FBgn0035102" 175112 176228 "3L" "protein_coding"
"FBgn0035103" "FBgn0035103" 176306 178963 "3L" "protein_coding"
"FBgn0035104" "FBgn0035104" 179923 182535 "3L" "protein_coding"
"FBgn0035106" "FBgn0035106" 187207 199762 "3L" "protein_coding"
"FBgn0035107" "FBgn0035107" 200174 202152 "3L" "protein_coding"
"FBgn0035109" "FBgn0035109" 206134 207527 "3L" "protein_coding"
"FBgn0035110" "FBgn0035110" 211636 212687 "3L" "protein_coding"
"FBgn0035111" "FBgn0035111" 212709 216479 "3L" "protein_coding"
"FBgn0035112" "FBgn0035112" 218068 218663 "3L" "protein_coding"
"FBgn0035113" "FBgn0035113" 217932 223069 "3L" "protein_coding"
"FBgn0035120" "FBgn0035120" 258176 259097 "3L" "protein_coding"
"FBgn0035121" "FBgn0035121" 259043 264380 "3L" "protein_coding"
"FBgn0035122" "FBgn0035122" 264779 265932 "3L" "protein_coding"
"FBgn0035124" "FBgn0035124" 275155 276667 "3L" "protein_coding"
"FBgn0035131" "FBgn0035131" 329822 332309 "3L" "protein_coding"
"FBgn0035132" "FBgn0035132" 332801 342915 "3L" "protein_coding"
"FBgn0035134" "FBgn0035134" 356422 357664 "3L" "protein_coding"
"FBgn0035137" "FBgn0035137" 361472 365681 "3L" "protein_coding"
"FBgn0035138" "FBgn0035138" 365664 366437 "3L" "protein_coding"
"FBgn0035139" "FBgn0035139" 433146 433906 "3L" "protein_coding"
"FBgn0035140" "FBgn0035140" 540851 542147 "3L" "protein_coding"
"FBgn0035141" "FBgn0035141" 542122 542931 "3L" "protein_coding"
"FBgn0035142" "FBgn0035142" 543060 581099 "3L" "protein_coding"
"FBgn0035143" "FBgn0035143" 581337 582810 "3L" "protein_coding"
"FBgn0035144" "FBgn0035144" 582824 589274 "3L" "protein_coding"
"FBgn0035145" "FBgn0035145" 593246 599239 "3L" "protein_coding"
"FBgn0035146" "FBgn0035146" 599094 604008 "3L" "protein_coding"
"FBgn0035147" "FBgn0035147" 648555 651311 "3L" "protein_coding"
"FBgn0035148" "FBgn0035148" 651542 652881 "3L" "protein_coding"
"FBgn0035149" "FBgn0035149" 652987 654089 "3L" "protein_coding"
"FBgn0035150" "FBgn0035150" 654363 657971 "3L" "protein_coding"
"FBgn0035151" "FBgn0035151" 677879 680326 "3L" "protein_coding"
"FBgn0035152" "FBgn0035152" 680436 682470 "3L" "protein_coding"
"FBgn0035153" "FBgn0035153" 682885 685549 "3L" "protein_coding"
"FBgn0035154" "FBgn0035154" 685942 687958 "3L" "protein_coding"
"FBgn0035155" "FBgn0035155" 690517 691951 "3L" "protein_coding"
"FBgn0035157" "FBgn0035157" 693083 699144 "3L" "protein_coding"
"FBgn0035158" "FBgn0035158" 705948 708205 "3L" "protein_coding"
"FBgn0035159" "FBgn0035159" 710820 711850 "3L" "protein_coding"
"FBgn0035160" "FBgn0035160" 737680 755489 "3L" "protein_coding"
"FBgn0035161" "FBgn0035161" 803427 804051 "3L" "protein_coding"
"FBgn0035162" "FBgn0035162" 826720 833385 "3L" "protein_coding"
"FBgn0035164" "FBgn0035164" 836667 837821 "3L" "protein_coding"
"FBgn0035165" "FBgn0035165" 837861 839931 "3L" "protein_coding"
"FBgn0035166" "FBgn0035166" 839980 841360 "3L" "protein_coding"
"FBgn0035167" "FBgn0035167" 841451 843701 "3L" "protein_coding"
"FBgn0035168" "FBgn0035168" 843926 851080 "3L" "protein_coding"
"FBgn0035169" "FBgn0035169" 851346 852673 "3L" "protein_coding"
"FBgn0035170" "FBgn0035170" 852720 857248 "3L" "protein_coding"
"FBgn0035171" "FBgn0035171" 865396 871701 "3L" "protein_coding"
"FBgn0035173" "FBgn0035173" 877291 882013 "3L" "protein_coding"
"FBgn0035176" "FBgn0035176" 902898 903810 "3L" "protein_coding"
"FBgn0035179" "FBgn0035179" 993983 995703 "3L" "protein_coding"
"FBgn0035181" "FBgn0035181" 1034697 1036298 "3L" "protein_coding"
"FBgn0035186" "FBgn0035186" 1189588 1190472 "3L" "protein_coding"
"FBgn0035187" "FBgn0035187" 1190384 1193173 "3L" "protein_coding"
"FBgn0035189" "FBgn0035189" 1203316 1204795 "3L" "protein_coding"
"FBgn0035192" "FBgn0035192" 1235726 1242025 "3L" "protein_coding"
"FBgn0035193" "FBgn0035193" 1237133 1238319 "3L" "protein_coding"
"FBgn0035194" "FBgn0035194" 1246986 1247677 "3L" "protein_coding"
"FBgn0035196" "FBgn0035196" 1250696 1251778 "3L" "protein_coding"
"FBgn0035197" "FBgn0035197" 1252012 1255986 "3L" "protein_coding"
"FBgn0035198" "FBgn0035198" 1252012 1255986 "3L" "protein_coding"
"FBgn0035199" "FBgn0035199" 1256449 1274498 "3L" "protein_coding"
"FBgn0035203" "FBgn0035203" 1302944 1304717 "3L" "protein_coding"
"FBgn0035204" "FBgn0035204" 1304850 1307418 "3L" "protein_coding"
"FBgn0035205" "FBgn0035205" 1307224 1311805 "3L" "protein_coding"
"FBgn0035206" "FBgn0035206" 1311719 1313377 "3L" "protein_coding"
"FBgn0035207" "FBgn0035207" 1313696 1318330 "3L" "protein_coding"
"FBgn0035208" "FBgn0035208" 1321792 1322806 "3L" "protein_coding"
"FBgn0035209" "FBgn0035209" 1331744 1332326 "3L" "protein_coding"
"FBgn0035210" "FBgn0035210" 1332307 1333146 "3L" "protein_coding"
"FBgn0035211" "FBgn0035211" 1333239 1335359 "3L" "protein_coding"
"FBgn0035213" "FBgn0035213" 1339460 1342403 "3L" "protein_coding"
"FBgn0035216" "FBgn0035216" 1411057 1413089 "3L" "protein_coding"
"FBgn0035217" "FBgn0035217" 1416231 1417933 "3L" "protein_coding"
"FBgn0035218" "FBgn0035218" 1421199 1423471 "3L" "protein_coding"
"FBgn0035227" "FBgn0035227" 1523414 1534034 "3L" "protein_coding"
"FBgn0035228" "FBgn0035228" 1534929 1536835 "3L" "protein_coding"
"FBgn0035229" "FBgn0035229" 1537137 1544823 "3L" "protein_coding"
"FBgn0035231" "FBgn0035231" 1553493 1555315 "3L" "protein_coding"
"FBgn0035232" "FBgn0035232" 1555363 1558484 "3L" "protein_coding"
"FBgn0035233" "FBgn0035233" 1558228 1559863 "3L" "protein_coding"
"FBgn0035234" "FBgn0035234" 1565392 1567802 "3L" "protein_coding"
"FBgn0035235" "FBgn0035235" 1559813 1568608 "3L" "protein_coding"
"FBgn0035236" "FBgn0035236" 1569181 1576330 "3L" "protein_coding"
"FBgn0035237" "FBgn0035237" 1576699 1600845 "3L" "protein_coding"
"FBgn0035238" "FBgn0035238" 1600726 1602674 "3L" "protein_coding"
"FBgn0035239" "FBgn0035239" 1602954 1617355 "3L" "protein_coding"
"FBgn0035240" "FBgn0035240" 1602954 1617355 "3L" "protein_coding"
"FBgn0035241" "FBgn0035241" 1610696 1615801 "3L" "protein_coding"
"FBgn0035243" "FBgn0035243" 1617348 1618158 "3L" "protein_coding"
"FBgn0035244" "FBgn0035244" 1618414 1623413 "3L" "protein_coding"
"FBgn0035245" "FBgn0035245" 1623179 1629301 "3L" "protein_coding"
"FBgn0035246" "FBgn0035246" 1625791 1628377 "3L" "protein_coding"
"FBgn0035247" "FBgn0035247" 1637942 1639235 "3L" "protein_coding"
"FBgn0035248" "FBgn0035248" 1645467 1645983 "3L" "protein_coding"
