"flybase_gene_id" "start_position" "end_position" "chromosome_name" "gene_biotype"
"FBgn0037234" "FBgn0037234" 4319683 4326379 "3R" "protein_coding"
"FBgn0037235" "FBgn0037235" 4337755 4339914 "3R" "protein_coding"
"FBgn0037236" "FBgn0037236" 4334879 4337674 "3R" "protein_coding"
"FBgn0037239" "FBgn0037239" 4378600 4381210 "3R" "protein_coding"
"FBgn0037240" "FBgn0037240" 4381306 4387018 "3R" "protein_coding"
"FBgn0037241" "FBgn0037241" 4390366 4392111 "3R" "protein_coding"
"FBgn0037242" "FBgn0037242" 4395979 4397875 "3R" "protein_coding"
"FBgn0037244" "FBgn0037244" 4400510 4402017 "3R" "protein_coding"
"FBgn0037248" "FBgn0037248" 4422483 4429335 "3R" "protein_coding"
"FBgn0037249" "FBgn0037249" 4429798 4433895 "3R" "protein_coding"
"FBgn0037250" "FBgn0037250" 4433965 4436175 "3R" "protein_coding"
"FBgn0037251" "FBgn0037251" 4436222 4437329 "3R" "protein_coding"
"FBgn0037252" "FBgn0037252" 4437387 4441328 "3R" "protein_coding"
"FBgn0037255" "FBgn0037255" 4485008 4487677 "3R" "protein_coding"
"FBgn0037261" "FBgn0037261" 4638010 4641838 "3R" "protein_coding"
"FBgn0037262" "FBgn0037262" 4641963 4643292 "3R" "protein_coding"
"FBgn0037265" "FBgn0037265" 4654800 4657985 "3R" "protein_coding"
"FBgn0037270" "FBgn0037270" 4712882 4714182 "3R" "protein_coding"
"FBgn0037279" "FBgn0037279" 4811444 4816025 "3R" "protein_coding"
"FBgn0037282" "FBgn0037282" 4817980 4821432 "3R" "protein_coding"
"FBgn0037293" "FBgn0037293" 5128087 5129939 "3R" "protein_coding"
"FBgn0037297" "FBgn0037297" 5219657 5221548 "3R" "protein_coding"
"FBgn0037298" "FBgn0037298" 5221632 5223365 "3R" "protein_coding"
"FBgn0037299" "FBgn0037299" 5226158 5227526 "3R" "protein_coding"
"FBgn0037301" "FBgn0037301" 5232543 5236288 "3R" "protein_coding"
"FBgn0037305" "FBgn0037305" 5255444 5256681 "3R" "protein_coding"
"FBgn0037310" "FBgn0037310" 5300145 5301186 "3R" "protein_coding"
"FBgn0037312" "FBgn0037312" 5353717 5354747 "3R" "protein_coding"
"FBgn0037313" "FBgn0037313" 5355092 5356748 "3R" "protein_coding"
"FBgn0037315" "FBgn0037315" 5358873 5368306 "3R" "protein_coding"
"FBgn0037317" "FBgn0037317" 5375022 5376460 "3R" "protein_coding"
"FBgn0037327" "FBgn0037327" 5458563 5464753 "3R" "protein_coding"
"FBgn0037328" "FBgn0037328" 5465630 5467101 "3R" "protein_coding"
"FBgn0037329" "FBgn0037329" 5467778 5469566 "3R" "protein_coding"
"FBgn0037330" "FBgn0037330" 5469463 5470636 "3R" "protein_coding"
"FBgn0037332" "FBgn0037332" 5474899 5485393 "3R" "protein_coding"
"FBgn0037336" "FBgn0037336" 5539510 5547775 "3R" "protein_coding"
"FBgn0037338" "FBgn0037338" 5555084 5557786 "3R" "protein_coding"
"FBgn0037339" "FBgn0037339" 5557663 5563652 "3R" "protein_coding"
"FBgn0037340" "FBgn0037340" 5563977 5564815 "3R" "protein_coding"
"FBgn0037341" "FBgn0037341" 5564865 5567435 "3R" "protein_coding"
"FBgn0037342" "FBgn0037342" 5567502 5568615 "3R" "protein_coding"
"FBgn0037344" "FBgn0037344" 5579301 5588380 "3R" "protein_coding"
"FBgn0037345" "FBgn0037345" 5588873 5589703 "3R" "protein_coding"
"FBgn0037347" "FBgn0037347" 5601433 5603185 "3R" "protein_coding"
"FBgn0037350" "FBgn0037350" 5622119 5624125 "3R" "protein_coding"
"FBgn0037351" "FBgn0037351" 5624474 5625947 "3R" "protein_coding"
"FBgn0037354" "FBgn0037354" 5633627 5634640 "3R" "protein_coding"
"FBgn0037356" "FBgn0037356" 5637234 5638657 "3R" "protein_coding"
"FBgn0037358" "FBgn0037358" 5652640 5654861 "3R" "protein_coding"
"FBgn0037359" "FBgn0037359" 5655139 5656336 "3R" "protein_coding"
"FBgn0037360" "FBgn0037360" 5656236 5659912 "3R" "protein_coding"
"FBgn0037363" "FBgn0037363" 5669713 5679930 "3R" "protein_coding"
"FBgn0037368" "FBgn0037368" 5733513 5734702 "3R" "protein_coding"
"FBgn0037369" "FBgn0037369" 5734698 5736355 "3R" "protein_coding"
"FBgn0037370" "FBgn0037370" 5736748 5738013 "3R" "protein_coding"
"FBgn0037371" "FBgn0037371" 5738178 5742476 "3R" "protein_coding"
"FBgn0037372" "FBgn0037372" 5753318 5754774 "3R" "protein_coding"
"FBgn0037374" "FBgn0037374" 5779315 5781308 "3R" "protein_coding"
"FBgn0037376" "FBgn0037376" 5787337 5789384 "3R" "protein_coding"
"FBgn0037377" "FBgn0037377" 5791879 5793383 "3R" "protein_coding"
"FBgn0037378" "FBgn0037378" 5793308 5794317 "3R" "protein_coding"
"FBgn0037379" "FBgn0037379" 5794705 5799994 "3R" "protein_coding"
"FBgn0037382" "FBgn0037382" 5818794 5821440 "3R" "protein_coding"
"FBgn0037383" "FBgn0037383" 5822026 5824532 "3R" "protein_coding"
"FBgn0037384" "FBgn0037384" 5824615 5826576 "3R" "protein_coding"
"FBgn0037387" "FBgn0037387" 5841170 5846568 "3R" "protein_coding"
"FBgn0037391" "FBgn0037391" 5858083 5862405 "3R" "protein_coding"
"FBgn0037433" "FBgn0037433" 6344029 6345087 "3R" "protein_coding"
"FBgn0037435" "FBgn0037435" 6346111 6347519 "3R" "protein_coding"
"FBgn0037439" "FBgn0037439" 6368965 6371115 "3R" "protein_coding"
"FBgn0037440" "FBgn0037440" 6371026 6376044 "3R" "protein_coding"
"FBgn0037442" "FBgn0037442" 6382914 6388304 "3R" "protein_coding"
"FBgn0037443" "FBgn0037443" 6389162 6405895 "3R" "protein_coding"
"FBgn0037445" "FBgn0037445" 6449944 6456676 "3R" "protein_coding"
"FBgn0037446" "FBgn0037446" 6457088 6458822 "3R" "protein_coding"
"FBgn0037448" "FBgn0037448" 6478311 6495025 "3R" "protein_coding"
"FBgn0037463" "FBgn0037463" 7060767 7061919 "3R" "protein_coding"
"FBgn0037464" "FBgn0037464" 7062175 7064370 "3R" "protein_coding"
"FBgn0037465" "FBgn0037465" 7064186 7067136 "3R" "protein_coding"
"FBgn0037466" "FBgn0037466" 7067401 7071624 "3R" "protein_coding"
"FBgn0037467" "FBgn0037467" 7071624 7074452 "3R" "protein_coding"
"FBgn0037468" "FBgn0037468" 7074859 7077981 "3R" "protein_coding"
"FBgn0037469" "FBgn0037469" 7082182 7083251 "3R" "protein_coding"
"FBgn0037470" "FBgn0037470" 7083225 7086083 "3R" "protein_coding"
"FBgn0037472" "FBgn0037472" 7124548 7126503 "3R" "protein_coding"
"FBgn0037473" "FBgn0037473" 7126271 7128027 "3R" "protein_coding"
"FBgn0037478" "FBgn0037478" 7144724 7151270 "3R" "protein_coding"
"FBgn0037481" "FBgn0037481" 7154238 7155180 "3R" "protein_coding"
"FBgn0037482" "FBgn0037482" 7184101 7186673 "3R" "protein_coding"
"FBgn0037487" "FBgn0037487" 7224414 7241138 "3R" "protein_coding"
"FBgn0037489" "FBgn0037489" 7244232 7246969 "3R" "protein_coding"
"FBgn0037490" "FBgn0037490" 7247090 7248140 "3R" "protein_coding"
"FBgn0037491" "FBgn0037491" 7248151 7249738 "3R" "protein_coding"
"FBgn0037492" "FBgn0037492" 7249795 7251750 "3R" "protein_coding"
"FBgn0037504" "FBgn0037504" 7472458 7473781 "3R" "protein_coding"
"FBgn0037513" "FBgn0037513" 7747913 7750079 "3R" "protein_coding"
"FBgn0037515" "FBgn0037515" 7759786 7763947 "3R" "protein_coding"
"FBgn0037518" "FBgn0037518" 7794069 7796599 "3R" "protein_coding"
"FBgn0037525" "FBgn0037525" 7855582 7886733 "3R" "protein_coding"
"FBgn0037526" "FBgn0037526" 7887045 7890150 "3R" "protein_coding"
"FBgn0037529" "FBgn0037529" 7889277 7902667 "3R" "protein_coding"
"FBgn0037530" "FBgn0037530" 7903030 7907363 "3R" "protein_coding"
"FBgn0037531" "FBgn0037531" 7916599 7920299 "3R" "protein_coding"
"FBgn0037533" "FBgn0037533" 7974409 7978428 "3R" "protein_coding"
"FBgn0037535" "FBgn0037535" 7999832 8001064 "3R" "protein_coding"
"FBgn0037536" "FBgn0037536" 8001562 8006033 "3R" "protein_coding"
"FBgn0037537" "FBgn0037537" 8005924 8008110 "3R" "protein_coding"
"FBgn0037538" "FBgn0037538" 8009400 8011018 "3R" "protein_coding"
"FBgn0037539" "FBgn0037539" 8010907 8013201 "3R" "protein_coding"
"FBgn0037540" "FBgn0037540" 8013791 8016610 "3R" "protein_coding"
"FBgn0037541" "FBgn0037541" 8016210 8030790 "3R" "protein_coding"
"FBgn0037543" "FBgn0037543" 8030411 8032145 "3R" "protein_coding"
"FBgn0037544" "FBgn0037544" 8031130 8033009 "3R" "protein_coding"
"FBgn0037548" "FBgn0037548" 8094124 8105083 "3R" "protein_coding"
"FBgn0037549" "FBgn0037549" 8122725 8125273 "3R" "protein_coding"
"FBgn0037550" "FBgn0037550" 8125290 8126357 "3R" "protein_coding"
"FBgn0037551" "FBgn0037551" 8126605 8129835 "3R" "protein_coding"
"FBgn0037552" "FBgn0037552" 8217957 8219734 "3R" "protein_coding"
"FBgn0037553" "FBgn0037553" 8220146 8222188 "3R" "protein_coding"
"FBgn0037554" "FBgn0037554" 8233507 8237389 "3R" "protein_coding"
"FBgn0037555" "FBgn0037555" 8236632 8240515 "3R" "protein_coding"
"FBgn0037556" "FBgn0037556" 8240747 8243792 "3R" "protein_coding"
"FBgn0037561" "FBgn0037561" 8267943 8269896 "3R" "protein_coding"
"FBgn0037566" "FBgn0037566" 8301440 8302770 "3R" "protein_coding"
"FBgn0037569" "FBgn0037569" 8307473 8308645 "3R" "protein_coding"
"FBgn0037573" "FBgn0037573" 8313208 8314864 "3R" "protein_coding"
"FBgn0037574" "FBgn0037574" 8314784 8316543 "3R" "protein_coding"
"FBgn0037578" "FBgn0037578" 8341661 8343516 "3R" "protein_coding"
"FBgn0037580" "FBgn0037580" 8344400 8347465 "3R" "protein_coding"
"FBgn0037583" "FBgn0037583" 8359958 8362554 "3R" "protein_coding"
"FBgn0037592" "FBgn0037592" 8517868 8521378 "3R" "protein_coding"
"FBgn0037601" "FBgn0037601" 8643070 8645650 "3R" "protein_coding"
"FBgn0037602" "FBgn0037602" 8651084 8651493 "3R" "protein_coding"
"FBgn0037603" "FBgn0037603" 8652821 8653847 "3R" "protein_coding"
"FBgn0037606" "FBgn0037606" 8664115 8667772 "3R" "protein_coding"
"FBgn0037607" "FBgn0037607" 8667868 8673702 "3R" "protein_coding"
"FBgn0037608" "FBgn0037608" 8674109 8675196 "3R" "protein_coding"
"FBgn0037609" "FBgn0037609" 8675283 8676613 "3R" "protein_coding"
"FBgn0037610" "FBgn0037610" 8676915 8678233 "3R" "protein_coding"
"FBgn0037611" "FBgn0037611" 8676915 8678955 "3R" "protein_coding"
"FBgn0037613" "FBgn0037613" 8712906 8718456 "3R" "protein_coding"
"FBgn0037614" "FBgn0037614" 8716243 8721320 "3R" "protein_coding"
"FBgn0037617" "FBgn0037617" 8723174 8725357 "3R" "protein_coding"
"FBgn0037619" "FBgn0037619" 8726854 8728370 "3R" "protein_coding"
"FBgn0037620" "FBgn0037620" 8728367 8729693 "3R" "protein_coding"
"FBgn0037621" "FBgn0037621" 8729790 8731698 "3R" "protein_coding"
"FBgn0037622" "FBgn0037622" 8732091 8735837 "3R" "protein_coding"
"FBgn0037623" "FBgn0037623" 8735879 8747675 "3R" "protein_coding"
"FBgn0037624" "FBgn0037624" 8747798 8754104 "3R" "protein_coding"
"FBgn0037632" "FBgn0037632" 8801564 8806234 "3R" "protein_coding"
"FBgn0037633" "FBgn0037633" 8803471 8805802 "3R" "protein_coding"
"FBgn0037634" "FBgn0037634" 8806322 8807581 "3R" "protein_coding"
"FBgn0037635" "FBgn0037635" 8807679 8813579 "3R" "protein_coding"
"FBgn0037637" "FBgn0037637" 8822849 8824177 "3R" "protein_coding"
"FBgn0037638" "FBgn0037638" 8824411 8827279 "3R" "protein_coding"
"FBgn0037643" "FBgn0037643" 8938724 8943027 "3R" "protein_coding"
"FBgn0037644" "FBgn0037644" 8942954 8945020 "3R" "protein_coding"
"FBgn0037646" "FBgn0037646" 8980860 8982793 "3R" "protein_coding"
"FBgn0037647" "FBgn0037647" 8982732 8984315 "3R" "protein_coding"
"FBgn0037648" "FBgn0037648" 8993253 8995212 "3R" "protein_coding"
"FBgn0037652" "FBgn0037652" 9004017 9005331 "3R" "protein_coding"
"FBgn0037653" "FBgn0037653" 9006456 9008030 "3R" "protein_coding"
"FBgn0037655" "FBgn0037655" 9010282 9014909 "3R" "protein_coding"
"FBgn0037656" "FBgn0037656" 9015446 9016822 "3R" "protein_coding"
"FBgn0037657" "FBgn0037657" 9038760 9042349 "3R" "protein_coding"
"FBgn0037659" "FBgn0037659" 9052495 9063245 "3R" "protein_coding"
"FBgn0037660" "FBgn0037660" 9063132 9065078 "3R" "protein_coding"
"FBgn0037661" "FBgn0037661" 9065183 9066303 "3R" "protein_coding"
"FBgn0037667" "FBgn0037667" 9255052 9256731 "3R" "protein_coding"
"FBgn0037669" "FBgn0037669" 9257727 9258501 "3R" "protein_coding"
"FBgn0037670" "FBgn0037670" 9258964 9260400 "3R" "protein_coding"
"FBgn0037671" "FBgn0037671" 9260638 9262590 "3R" "protein_coding"
"FBgn0037672" "FBgn0037672" 9262654 9264142 "3R" "protein_coding"
"FBgn0037679" "FBgn0037679" 9332064 9334714 "3R" "protein_coding"
"FBgn0037680" "FBgn0037680" 9335170 9337459 "3R" "protein_coding"
"FBgn0037684" "FBgn0037684" 9365398 9367763 "3R" "protein_coding"
"FBgn0037686" "FBgn0037686" 9400237 9401226 "3R" "protein_coding"
"FBgn0037687" "FBgn0037687" 9401495 9402618 "3R" "protein_coding"
"FBgn0037688" "FBgn0037688" 9402564 9404269 "3R" "protein_coding"
"FBgn0037689" "FBgn0037689" 9404385 9407857 "3R" "protein_coding"
"FBgn0037690" "FBgn0037690" 9410329 9412293 "3R" "protein_coding"
"FBgn0037696" "FBgn0037696" 9455517 9456546 "3R" "protein_coding"
"FBgn0037700" "FBgn0037700" 9504656 9505865 "3R" "protein_coding"
"FBgn0037702" "FBgn0037702" 9516007 9527237 "3R" "protein_coding"
"FBgn0037703" "FBgn0037703" 9516007 9520938 "3R" "protein_coding"
"FBgn0037705" "FBgn0037705" 9535625 9551806 "3R" "protein_coding"
"FBgn0037707" "FBgn0037707" 9552034 9553747 "3R" "protein_coding"
"FBgn0037708" "FBgn0037708" 9553696 9555408 "3R" "protein_coding"
"FBgn0037709" "FBgn0037709" 9555785 9557776 "3R" "protein_coding"
"FBgn0037710" "FBgn0037710" 9561583 9563673 "3R" "protein_coding"
"FBgn0037712" "FBgn0037712" 9566195 9569189 "3R" "protein_coding"
"FBgn0037713" "FBgn0037713" 9569074 9570214 "3R" "protein_coding"
"FBgn0037714" "FBgn0037714" 9570414 9571623 "3R" "protein_coding"
"FBgn0037715" "FBgn0037715" 9571911 9574211 "3R" "protein_coding"
"FBgn0037716" "FBgn0037716" 9578042 9581225 "3R" "protein_coding"
"FBgn0037718" "FBgn0037718" 9586942 9589581 "3R" "protein_coding"
"FBgn0037719" "FBgn0037719" 9589468 9591002 "3R" "protein_coding"
"FBgn0037720" "FBgn0037720" 9591309 9625073 "3R" "protein_coding"
"FBgn0037721" "FBgn0037721" 9625157 9626930 "3R" "protein_coding"
"FBgn0037722" "FBgn0037722" 9627321 9628676 "3R" "protein_coding"
"FBgn0037723" "FBgn0037723" 9631641 9633673 "3R" "protein_coding"
"FBgn0037724" "FBgn0037724" 9644978 9646154 "3R" "protein_coding"
"FBgn0037728" "FBgn0037728" 9677927 9679658 "3R" "protein_coding"
"FBgn0037730" "FBgn0037730" 9681415 9684264 "3R" "protein_coding"
"FBgn0037731" "FBgn0037731" 9685760 9687141 "3R" "protein_coding"
"FBgn0037734" "FBgn0037734" 9705996 9711037 "3R" "protein_coding"
"FBgn0037737" "FBgn0037737" 9740899 9742844 "3R" "protein_coding"
"FBgn0037739" "FBgn0037739" 9746167 9747744 "3R" "protein_coding"
"FBgn0037741" "FBgn0037741" 9751088 9754686 "3R" "protein_coding"
"FBgn0037743" "FBgn0037743" 9756491 9759313 "3R" "protein_coding"
"FBgn0037746" "FBgn0037746" 9763650 9766135 "3R" "protein_coding"
"FBgn0037747" "FBgn0037747" 9767834 9770027 "3R" "protein_coding"
"FBgn0037749" "FBgn0037749" 9770532 9771542 "3R" "protein_coding"
"FBgn0037753" "FBgn0037753" 9780064 9783054 "3R" "protein_coding"
"FBgn0037755" "FBgn0037755" 9787816 9791221 "3R" "protein_coding"
"FBgn0037756" "FBgn0037756" 9791483 9793098 "3R" "protein_coding"
"FBgn0037757" "FBgn0037757" 9793295 9797754 "3R" "protein_coding"
"FBgn0037758" "FBgn0037758" 9797769 9801026 "3R" "protein_coding"
"FBgn0037760" "FBgn0037760" 9803486 9809368 "3R" "protein_coding"
"FBgn0037770" "FBgn0037770" 9982816 9986060 "3R" "protein_coding"
"FBgn0037773" "FBgn0037773" 9999771 10001276 "3R" "protein_coding"
"FBgn0037777" "FBgn0037777" 10044596 10045542 "3R" "protein_coding"
"FBgn0037778" "FBgn0037778" 10045574 10047260 "3R" "protein_coding"
"FBgn0037779" "FBgn0037779" 10047252 10048797 "3R" "protein_coding"
"FBgn0037780" "FBgn0037780" 10049199 10051527 "3R" "protein_coding"
"FBgn0037792" "FBgn0037792" 10140103 10144184 "3R" "protein_coding"
"FBgn0037794" "FBgn0037794" 10159144 10161331 "3R" "protein_coding"
"FBgn0037796" "FBgn0037796" 10171156 10189603 "3R" "protein_coding"
"FBgn0037801" "FBgn0037801" 10251518 10255268 "3R" "protein_coding"
"FBgn0037802" "FBgn0037802" 10255349 10261849 "3R" "protein_coding"
"FBgn0037807" "FBgn0037807" 10307806 10311613 "3R" "protein_coding"
"FBgn0037809" "FBgn0037809" 10331581 10332695 "3R" "protein_coding"
"FBgn0037810" "FBgn0037810" 10333115 10338265 "3R" "protein_coding"
"FBgn0037814" "FBgn0037814" 10402967 10407285 "3R" "protein_coding"
"FBgn0037815" "FBgn0037815" 10413301 10414242 "3R" "protein_coding"
"FBgn0037816" "FBgn0037816" 10414218 10416046 "3R" "protein_coding"
"FBgn0037817" "FBgn0037817" 10434789 10436704 "3R" "protein_coding"
"FBgn0037818" "FBgn0037818" 10675560 10677251 "3R" "protein_coding"
"FBgn0037819" "FBgn0037819" 10677737 10680925 "3R" "protein_coding"
"FBgn0037822" "FBgn0037822" 10696647 10698976 "3R" "protein_coding"
"FBgn0037824" "FBgn0037824" 10706974 10707460 "3R" "protein_coding"
"FBgn0037831" "FBgn0037831" 10761310 10766756 "3R" "protein_coding"
"FBgn0037834" "FBgn0037834" 10786481 10788226 "3R" "protein_coding"
"FBgn0037841" "FBgn0037841" 10852724 10853644 "3R" "protein_coding"
"FBgn0037842" "FBgn0037842" 10853374 10854451 "3R" "protein_coding"
"FBgn0037843" "FBgn0037843" 10854501 10856412 "3R" "protein_coding"
"FBgn0037845" "FBgn0037845" 10858202 10859813 "3R" "protein_coding"
"FBgn0037846" "FBgn0037846" 10860531 10862988 "3R" "protein_coding"
"FBgn0037848" "FBgn0037848" 10868708 10870555 "3R" "protein_coding"
"FBgn0037850" "FBgn0037850" 10878204 10879319 "3R" "protein_coding"
"FBgn0037852" "FBgn0037852" 10879572 10882188 "3R" "protein_coding"
"FBgn0037853" "FBgn0037853" 10882433 10885001 "3R" "protein_coding"
"FBgn0037855" "FBgn0037855" 10889768 10893531 "3R" "protein_coding"
"FBgn0037856" "FBgn0037856" 10885540 10896418 "3R" "protein_coding"
"FBgn0037873" "FBgn0037873" 11208887 11209849 "3R" "protein_coding"
"FBgn0037874" "FBgn0037874" 11210247 11211898 "3R" "protein_coding"
"FBgn0037875" "FBgn0037875" 11212308 11214539 "3R" "protein_coding"
"FBgn0037876" "FBgn0037876" 11216535 11217898 "3R" "protein_coding"
"FBgn0037877" "FBgn0037877" 11217898 11220064 "3R" "protein_coding"
"FBgn0037878" "FBgn0037878" 11220268 11221639 "3R" "protein_coding"
"FBgn0037879" "FBgn0037879" 11225520 11226681 "3R" "protein_coding"
"FBgn0037880" "FBgn0037880" 11226762 11228227 "3R" "protein_coding"
"FBgn0037881" "FBgn0037881" 11228158 11230600 "3R" "protein_coding"
"FBgn0037882" "FBgn0037882" 11230617 11231879 "3R" "protein_coding"
"FBgn0037883" "FBgn0037883" 11231912 11232539 "3R" "protein_coding"
"FBgn0037884" "FBgn0037884" 11232429 11235013 "3R" "protein_coding"
"FBgn0037885" "FBgn0037885" 11235140 11236077 "3R" "protein_coding"
"FBgn0037888" "FBgn0037888" 11240041 11240991 "3R" "protein_coding"
"FBgn0037889" "FBgn0037889" 11241183 11242120 "3R" "protein_coding"
"FBgn0037890" "FBgn0037890" 11242208 11243999 "3R" "protein_coding"
"FBgn0037891" "FBgn0037891" 11244302 11246862 "3R" "protein_coding"
"FBgn0037892" "FBgn0037892" 11407918 11408756 "3R" "protein_coding"
"FBgn0037894" "FBgn0037894" 11412522 11416142 "3R" "protein_coding"
"FBgn0037897" "FBgn0037897" 11422092 11429969 "3R" "protein_coding"
"FBgn0037898" "FBgn0037898" 11430061 11430762 "3R" "protein_coding"
"FBgn0037899" "FBgn0037899" 11430740 11431582 "3R" "protein_coding"
"FBgn0037900" "FBgn0037900" 11431738 11433543 "3R" "protein_coding"
"FBgn0037901" "FBgn0037901" 11433488 11435703 "3R" "protein_coding"
"FBgn0037906" "FBgn0037906" 11452849 11460552 "3R" "protein_coding"
"FBgn0037911" "FBgn0037911" 11557776 11559877 "3R" "protein_coding"
"FBgn0037912" "FBgn0037912" 11559896 11567054 "3R" "protein_coding"
"FBgn0037913" "FBgn0037913" 11559896 11567054 "3R" "protein_coding"
"FBgn0037917" "FBgn0037917" 11581576 11585305 "3R" "protein_coding"
"FBgn0037918" "FBgn0037918" 11585354 11590146 "3R" "protein_coding"
"FBgn0037920" "FBgn0037920" 11620090 11621728 "3R" "protein_coding"
"FBgn0037921" "FBgn0037921" 11621466 11625644 "3R" "protein_coding"
"FBgn0037922" "FBgn0037922" 11623339 11624948 "3R" "protein_coding"
"FBgn0037924" "FBgn0037924" 11628759 11633206 "3R" "protein_coding"
"FBgn0037926" "FBgn0037926" 11650971 11655691 "3R" "protein_coding"
"FBgn0037930" "FBgn0037930" 11674221 11674923 "3R" "protein_coding"
"FBgn0037931" "FBgn0037931" 11674920 11678116 "3R" "protein_coding"
"FBgn0037933" "FBgn0037933" 11679743 11680976 "3R" "protein_coding"
"FBgn0037936" "FBgn0037936" 11688381 11690051 "3R" "protein_coding"
"FBgn0037942" "FBgn0037942" 11735447 11736877 "3R" "protein_coding"
"FBgn0037943" "FBgn0037943" 11741890 11744027 "3R" "protein_coding"
"FBgn0037944" "FBgn0037944" 11744229 11750029 "3R" "protein_coding"
"FBgn0037949" "FBgn0037949" 11781131 11787014 "3R" "protein_coding"
"FBgn0037955" "FBgn0037955" 11820381 11822493 "3R" "protein_coding"
"FBgn0037956" "FBgn0037956" 11822702 11869460 "3R" "protein_coding"
"FBgn0037958" "FBgn0037958" 11879702 11882534 "3R" "protein_coding"
"FBgn0037960" "FBgn0037960" 11883938 11887168 "3R" "protein_coding"
"FBgn0037963" "FBgn0037963" 11893512 11949129 "3R" "protein_coding"
"FBgn0037973" "FBgn0037973" 11978574 11980390 "3R" "protein_coding"
"FBgn0037974" "FBgn0037974" 11980704 11982062 "3R" "protein_coding"
"FBgn0037975" "FBgn0037975" 11983098 11984541 "3R" "protein_coding"
"FBgn0037978" "FBgn0037978" 12007476 12010434 "3R" "protein_coding"
"FBgn0037979" "FBgn0037979" 12010772 12015059 "3R" "protein_coding"
"FBgn0037980" "FBgn0037980" 12014943 12017031 "3R" "protein_coding"
"FBgn0037981" "FBgn0037981" 12017156 12018550 "3R" "protein_coding"
"FBgn0037989" "FBgn0037989" 12068375 12090612 "3R" "protein_coding"
"FBgn0037998" "FBgn0037998" 12213792 12219686 "3R" "protein_coding"
"FBgn0037999" "FBgn0037999" 12219881 12221464 "3R" "protein_coding"
"FBgn0038009" "FBgn0038009" 12270890 12271300 "3R" "protein_coding"
"FBgn0038013" "FBgn0038013" 12348987 12350644 "3R" "protein_coding"
"FBgn0038016" "FBgn0038016" 12352143 12356265 "3R" "protein_coding"
"FBgn0038020" "FBgn0038020" 12366163 12367564 "3R" "protein_coding"
"FBgn0038034" "FBgn0038034" 12396007 12398929 "3R" "protein_coding"
"FBgn0038037" "FBgn0038037" 12403340 12406028 "3R" "protein_coding"
"FBgn0038038" "FBgn0038038" 12406532 12408107 "3R" "protein_coding"
"FBgn0038039" "FBgn0038039" 12408316 12411768 "3R" "protein_coding"
"FBgn0038043" "FBgn0038043" 12422768 12423606 "3R" "protein_coding"
"FBgn0038046" "FBgn0038046" 12427795 12429282 "3R" "protein_coding"
"FBgn0038049" "FBgn0038049" 12434098 12435643 "3R" "protein_coding"
"FBgn0038053" "FBgn0038053" 12449296 12456355 "3R" "protein_coding"
"FBgn0038055" "FBgn0038055" 12456573 12458444 "3R" "protein_coding"
"FBgn0038056" "FBgn0038056" 12458421 12460294 "3R" "protein_coding"
"FBgn0038057" "FBgn0038057" 12460414 12462418 "3R" "protein_coding"
"FBgn0038058" "FBgn0038058" 12462562 12465298 "3R" "protein_coding"
"FBgn0038065" "FBgn0038065" 12628031 12630495 "3R" "protein_coding"
"FBgn0038070" "FBgn0038070" 12640163 12642482 "3R" "protein_coding"
"FBgn0038071" "FBgn0038071" 12648058 12652910 "3R" "protein_coding"
"FBgn0038072" "FBgn0038072" 12654577 12660860 "3R" "protein_coding"
"FBgn0038074" "FBgn0038074" 12674608 12676084 "3R" "protein_coding"
"FBgn0038079" "FBgn0038079" 12695129 12697379 "3R" "protein_coding"
"FBgn0038080" "FBgn0038080" 12705094 12705818 "3R" "protein_coding"
"FBgn0038083" "FBgn0038083" 12741958 12743680 "3R" "protein_coding"
"FBgn0038088" "FBgn0038088" 12855544 12859246 "3R" "protein_coding"
"FBgn0038100" "FBgn0038100" 12980792 12985488 "3R" "protein_coding"
"FBgn0038105" "FBgn0038105" 12993395 12995147 "3R" "protein_coding"
"FBgn0038106" "FBgn0038106" 12995620 12996925 "3R" "protein_coding"
"FBgn0038107" "FBgn0038107" 12996876 12997726 "3R" "protein_coding"
"FBgn0038108" "FBgn0038108" 12998089 13008404 "3R" "protein_coding"
"FBgn0038110" "FBgn0038110" 13008384 13011310 "3R" "protein_coding"
"FBgn0038115" "FBgn0038115" 13049398 13051453 "3R" "protein_coding"
"FBgn0038118" "FBgn0038118" 13088651 13163876 "3R" "protein_coding"
"FBgn0038128" "FBgn0038128" 13262733 13264061 "3R" "protein_coding"
"FBgn0038129" "FBgn0038129" 13269137 13272011 "3R" "protein_coding"
"FBgn0038130" "FBgn0038130" 13279721 13284527 "3R" "protein_coding"
"FBgn0038145" "FBgn0038145" 13382106 13385283 "3R" "protein_coding"
"FBgn0038146" "FBgn0038146" 13385648 13388709 "3R" "protein_coding"
"FBgn0038147" "FBgn0038147" 13389059 13395197 "3R" "protein_coding"
"FBgn0038149" "FBgn0038149" 13398526 13401862 "3R" "protein_coding"
"FBgn0038166" "FBgn0038166" 13675092 13676681 "3R" "protein_coding"
"FBgn0038167" "FBgn0038167" 13676549 13679430 "3R" "protein_coding"
"FBgn0038168" "FBgn0038168" 13679440 13687210 "3R" "protein_coding"
"FBgn0038172" "FBgn0038172" 13703084 13705402 "3R" "protein_coding"
"FBgn0038183" "FBgn0038183" 13780964 13782082 "3R" "protein_coding"
